Year,LocationAbbr,LocationDesc,Indicator,Response,Data_Value_Unit,Data_Value_Type,Data_Value,Number,WeightedNumber,Low_Confidence_Limit,High_Confidence_Limit,StratificationCategory1,Stratification1
2020,SC,South Carolina,Disability status and types among adults 18 years of age or older,Mobility Disability,%,Age-adjusted Prevalence,14.7,733,667205,13.4,16,Overall,Overall
2019,MS,Mississippi,Disability status and types among adults 18 years of age or older,No Disability,%,Age-adjusted Prevalence,64.9,2887,1390189,63.1,66.7,Overall,Overall
2019,MO,Missouri,Disability status and types among adults 18 years of age or older,Vision Disability,%,Age-adjusted Prevalence,5,448,245963,4.3,5.7,Overall,Overall
2019,NH,New Hampshire,Disability status and types among adults 18 years of age or older,Independent Living Disability,%,Age-adjusted Prevalence,7.5,405,73742,6.4,8.7,Overall,Overall
2020,AZ,Arizona,Disability status and types among adults 18 years of age or older,Independent Living Disability,%,Age-adjusted Prevalence,5.9,693,327931,5.2,6.6,Overall,Overall
2019,NH,New Hampshire,Disability status and types among adults 18 years of age or older,Hearing Disability,%,Age-adjusted Prevalence,5.5,545,69652,4.9,6.3,Overall,Overall
2019,NV,Nevada,Disability status and types among adults 18 years of age or older,Any Disability,%,Age-adjusted Prevalence,31.8,900,775830,29.5,34.3,Overall,Overall
2019,NV,Nevada,Disability status and types among adults 18 years of age or older,Self-care Disability,%,Age-adjusted Prevalence,3.9,108,94797,2.8,5.3,Overall,Overall
2019,NE,Nebraska,Disability status and types among adults 18 years of age or older,Cognitive Disability,%,Age-adjusted Prevalence,8.9,1301,127033,8.2,9.7,Overall,Overall
2019,NH,New Hampshire,Disability status and types among adults 18 years of age or older,Cognitive Disability,%,Age-adjusted Prevalence,12.1,545,116870,10.7,13.7,Overall,Overall
2019,NM,New Mexico,Disability status and types among adults 18 years of age or older,Any Disability,%,Age-adjusted Prevalence,27.8,1899,460355,26.2,29.5,Overall,Overall
2019,NH,New Hampshire,Disability status and types among adults 18 years of age or older,Mobility Disability,%,Age-adjusted Prevalence,9.9,868,120288,9,10.9,Overall,Overall
2019,NY,New York,Disability status and types among adults 18 years of age or older,No Disability,%,Age-adjusted Prevalence,75.2,9339,10520721,74.1,76.3,Overall,Overall
2019,MT,Montana,Disability status and types among adults 18 years of age or older,Mobility Disability,%,Age-adjusted Prevalence,11.8,1064,110899,10.9,12.7,Overall,Overall
2019,MO,Missouri,Disability status and types among adults 18 years of age or older,Independent Living Disability,%,Age-adjusted Prevalence,8.4,766,408720,7.5,9.3,Overall,Overall
2019,MS,Mississippi,Disability status and types among adults 18 years of age or older,Mobility Disability,%,Age-adjusted Prevalence,19.6,1353,477887,18.4,20.9,Overall,Overall
2019,MO,Missouri,Disability status and types among adults 18 years of age or older,Cognitive Disability,%,Age-adjusted Prevalence,13.5,927,623287,12.3,14.7,Overall,Overall
2019,NV,Nevada,Disability status and types among adults 18 years of age or older,No Disability,%,Age-adjusted Prevalence,68.2,1802,1546058,65.7,70.5,Overall,Overall
2020,SC,South Carolina,Disability status and types among adults 18 years of age or older,No Disability,%,Age-adjusted Prevalence,69.1,2536,2666089,67.1,71,Overall,Overall
2019,NE,Nebraska,Disability status and types among adults 18 years of age or older,Hearing Disability,%,Age-adjusted Prevalence,5.6,1496,90879,5.2,6,Overall,Overall
2019,NH,New Hampshire,Disability status and types among adults 18 years of age or older,Vision Disability,%,Age-adjusted Prevalence,3.3,239,37901,2.7,4.2,Overall,Overall
2019,NM,New Mexico,Disability status and types among adults 18 years of age or older,Self-care Disability,%,Age-adjusted Prevalence,4.5,314,77341,3.9,5.2,Overall,Overall
2019,MT,Montana,Disability status and types among adults 18 years of age or older,Self-care Disability,%,Age-adjusted Prevalence,3.2,261,28903,2.7,3.8,Overall,Overall
2019,NY,New York,Disability status and types among adults 18 years of age or older,Cognitive Disability,%,Age-adjusted Prevalence,10,1290,1433538,9.3,10.9,Overall,Overall
2019,ND,North Dakota,Disability status and types among adults 18 years of age or older,Vision Disability,%,Age-adjusted Prevalence,3.2,227,19225,2.6,3.9,Overall,Overall
2019,OK,Oklahoma,Disability status and types among adults 18 years of age or older,Vision Disability,%,Age-adjusted Prevalence,6.8,475,206907,6,7.6,Overall,Overall
2019,OK,Oklahoma,Disability status and types among adults 18 years of age or older,Any Disability,%,Age-adjusted Prevalence,34.9,2455,1046594,33.4,36.5,Overall,Overall
2019,RI,Rhode Island,Disability status and types among adults 18 years of age or older,Any Disability,%,Age-adjusted Prevalence,26.9,1787,223588,25,28.8,Overall,Overall
2019,PA,Pennsylvania,Disability status and types among adults 18 years of age or older,Vision Disability,%,Age-adjusted Prevalence,3.7,258,398737,3.1,4.4,Overall,Overall
2019,OR,Oregon,Disability status and types among adults 18 years of age or older,Any Disability,%,Age-adjusted Prevalence,26.4,1734,902226,25,27.8,Overall,Overall
2019,NC,North Carolina,Disability status and types among adults 18 years of age or older,Mobility Disability,%,Age-adjusted Prevalence,13.6,742,1217711,12.5,14.7,Overall,Overall
2019,OR,Oregon,Disability status and types among adults 18 years of age or older,Self-care Disability,%,Age-adjusted Prevalence,3.4,240,121196,2.9,4,Overall,Overall
2020,CA,California,Disability status and types among adults 18 years of age or older,Hearing Disability,%,Age-adjusted Prevalence,4.8,266,1517714,4.1,5.6,Overall,Overall
2019,PR,Puerto Rico,Disability status and types among adults 18 years of age or older,Self-care Disability,%,Age-adjusted Prevalence,7.4,512,222772,6.6,8.3,Overall,Overall
2020,HI,Hawaii,Disability status and types among adults 18 years of age or older,Independent Living Disability,%,Age-adjusted Prevalence,4.2,384,47810,3.6,4.8,Overall,Overall
2019,RI,Rhode Island,Disability status and types among adults 18 years of age or older,Self-care Disability,%,Age-adjusted Prevalence,3.2,237,27335,2.6,3.8,Overall,Overall
2019,NC,North Carolina,Disability status and types among adults 18 years of age or older,Hearing Disability,%,Age-adjusted Prevalence,8.3,413,726588,7.4,9.3,Overall,Overall
2019,OR,Oregon,Disability status and types among adults 18 years of age or older,Hearing Disability,%,Age-adjusted Prevalence,5.5,457,214144,5,6.2,Overall,Overall
2019,RI,Rhode Island,Disability status and types among adults 18 years of age or older,Vision Disability,%,Age-adjusted Prevalence,4.4,285,37693,3.6,5.5,Overall,Overall
2020,UT,Utah,Disability status and types among adults 18 years of age or older,Hearing Disability,%,Age-adjusted Prevalence,5.9,891,129567,5.4,6.4,Overall,Overall
2019,OR,Oregon,Disability status and types among adults 18 years of age or older,No Disability,%,Age-adjusted Prevalence,73.6,4158,2345259,72.2,75,Overall,Overall
2019,PR,Puerto Rico,Disability status and types among adults 18 years of age or older,Any Disability,%,Age-adjusted Prevalence,41.8,2748,1197085,40.2,43.4,Overall,Overall
2019,OH,Ohio,Disability status and types among adults 18 years of age or older,No Disability,%,Age-adjusted Prevalence,71.8,8240,6143032,70.5,73,Overall,Overall
2020,PR,Puerto Rico,Disability status and types among adults 18 years of age or older,Self-care Disability,%,Age-adjusted Prevalence,6,296,186614,5,7.3,Overall,Overall
2020,TX,Texas,Disability status and types among adults 18 years of age or older,Any Disability,%,Age-adjusted Prevalence,25.9,3371,5435500,24.3,27.5,Overall,Overall
2019,OK,Oklahoma,Disability status and types among adults 18 years of age or older,Independent Living Disability,%,Age-adjusted Prevalence,9.3,590,274505,8.4,10.3,Overall,Overall
2020,GA,Georgia,Disability status and types among adults 18 years of age or older,Hearing Disability,%,Age-adjusted Prevalence,5.5,715,463277,4.9,6.2,Overall,Overall
2019,OK,Oklahoma,Disability status and types among adults 18 years of age or older,Hearing Disability,%,Age-adjusted Prevalence,9.7,833,310138,8.9,10.6,Overall,Overall
2019,OK,Oklahoma,Disability status and types among adults 18 years of age or older,No Disability,%,Age-adjusted Prevalence,65.1,3603,1817819,63.5,66.6,Overall,Overall
2019,PA,Pennsylvania,Disability status and types among adults 18 years of age or older,No Disability,%,Age-adjusted Prevalence,74.7,4606,7205616,73.3,76,Overall,Overall
2019,OR,Oregon,Disability status and types among adults 18 years of age or older,Vision Disability,%,Age-adjusted Prevalence,4.7,288,160563,4,5.4,Overall,Overall
2019,ND,North Dakota,Disability status and types among adults 18 years of age or older,Cognitive Disability,%,Age-adjusted Prevalence,10.2,435,57873,8.9,11.6,Overall,Overall
2019,NC,North Carolina,Disability status and types among adults 18 years of age or older,Self-care Disability,%,Age-adjusted Prevalence,3.8,197,333744,3.2,4.5,Overall,Overall
2019,PR,Puerto Rico,Disability status and types among adults 18 years of age or older,No Disability,%,Age-adjusted Prevalence,58.2,3197,1496013,56.6,59.8,Overall,Overall
2019,RI,Rhode Island,Disability status and types among adults 18 years of age or older,Independent Living Disability,%,Age-adjusted Prevalence,7.2,470,58796,6.1,8.3,Overall,Overall
2019,RI,Rhode Island,Disability status and types among adults 18 years of age or older,Cognitive Disability,%,Age-adjusted Prevalence,12.9,608,98490,11.3,14.6,Overall,Overall
2019,PA,Pennsylvania,Disability status and types among adults 18 years of age or older,Self-care Disability,%,Age-adjusted Prevalence,3.6,286,392309,3.1,4.2,Overall,Overall
2020,HHS9,HHS Region 9,Disability status and types among adults 18 years of age or older,Any Disability,%,Age-adjusted Prevalence,23.2,7057,9070943,21.9,24.5,Overall,Overall
2019,NC,North Carolina,Disability status and types among adults 18 years of age or older,No Disability,%,Age-adjusted Prevalence,70,2766,5438611,68.3,71.6,Overall,Overall
2019,PR,Puerto Rico,Disability status and types among adults 18 years of age or older,Vision Disability,%,Age-adjusted Prevalence,16.9,1095,481011,15.7,18.1,Overall,Overall
2019,ND,North Dakota,Disability status and types among adults 18 years of age or older,Self-care Disability,%,Age-adjusted Prevalence,2.7,184,16285,2.2,3.4,Overall,Overall
2019,RI,Rhode Island,Disability status and types among adults 18 years of age or older,Mobility Disability,%,Age-adjusted Prevalence,12.4,1039,111731,11.3,13.6,Overall,Overall
2019,PR,Puerto Rico,Disability status and types among adults 18 years of age or older,Hearing Disability,%,Age-adjusted Prevalence,7.3,549,228421,6.6,8.1,Overall,Overall
2019,OH,Ohio,Disability status and types among adults 18 years of age or older,Hearing Disability,%,Age-adjusted Prevalence,6.1,1361,626512,5.6,6.7,Overall,Overall
2020,IL,Illinois,Disability status and types among adults 18 years of age or older,Mobility Disability,%,Age-adjusted Prevalence,11,533,1193444,9.9,12.3,Overall,Overall
2019,OH,Ohio,Disability status and types among adults 18 years of age or older,Any Disability,%,Age-adjusted Prevalence,28.2,4773,2626873,27,29.5,Overall,Overall
2019,OK,Oklahoma,Disability status and types among adults 18 years of age or older,Cognitive Disability,%,Age-adjusted Prevalence,15.4,886,439975,14.2,16.6,Overall,Overall
2019,OK,Oklahoma,Disability status and types among adults 18 years of age or older,Self-care Disability,%,Age-adjusted Prevalence,5.2,392,159803,4.6,5.9,Overall,Overall
2019,RI,Rhode Island,Disability status and types among adults 18 years of age or older,Hearing Disability,%,Age-adjusted Prevalence,5.6,533,52599,4.9,6.5,Overall,Overall
2019,PA,Pennsylvania,Disability status and types among adults 18 years of age or older,Hearing Disability,%,Age-adjusted Prevalence,5.3,431,617788,4.7,6,Overall,Overall
2019,OH,Ohio,Disability status and types among adults 18 years of age or older,Mobility Disability,%,Age-adjusted Prevalence,14,2907,1389310,13.1,14.8,Overall,Overall
2019,NC,North Carolina,Disability status and types among adults 18 years of age or older,Independent Living Disability,%,Age-adjusted Prevalence,7.7,346,642226,6.8,8.7,Overall,Overall
2019,OR,Oregon,Disability status and types among adults 18 years of age or older,Mobility Disability,%,Age-adjusted Prevalence,11.7,881,434795,10.8,12.7,Overall,Overall
2019,PR,Puerto Rico,Disability status and types among adults 18 years of age or older,Mobility Disability,%,Age-adjusted Prevalence,21.2,1595,648165,20,22.3,Overall,Overall
2019,PR,Puerto Rico,Disability status and types among adults 18 years of age or older,Cognitive Disability,%,Age-adjusted Prevalence,18.8,1119,519221,17.5,20.2,Overall,Overall
2019,ND,North Dakota,Disability status and types among adults 18 years of age or older,Independent Living Disability,%,Age-adjusted Prevalence,5.3,317,31442,4.5,6.3,Overall,Overall
2019,NC,North Carolina,Disability status and types among adults 18 years of age or older,Cognitive Disability,%,Age-adjusted Prevalence,13.6,525,1083253,12.3,15,Overall,Overall
2019,ND,North Dakota,Disability status and types among adults 18 years of age or older,Hearing Disability,%,Age-adjusted Prevalence,7.6,634,47380,6.7,8.5,Overall,Overall
2019,OH,Ohio,Disability status and types among adults 18 years of age or older,Cognitive Disability,%,Age-adjusted Prevalence,12.4,1597,1075269,11.4,13.5,Overall,Overall
2019,ND,North Dakota,Disability status and types among adults 18 years of age or older,Mobility Disability,%,Age-adjusted Prevalence,10.1,851,62465,9.2,11.1,Overall,Overall
2019,PA,Pennsylvania,Disability status and types among adults 18 years of age or older,Mobility Disability,%,Age-adjusted Prevalence,11.8,984,1354296,10.9,12.7,Overall,Overall
2019,RI,Rhode Island,Disability status and types among adults 18 years of age or older,No Disability,%,Age-adjusted Prevalence,73.1,3944,572532,71.2,75,Overall,Overall
2019,PA,Pennsylvania,Disability status and types among adults 18 years of age or older,Any Disability,%,Age-adjusted Prevalence,25.3,1800,2677350,24,26.7,Overall,Overall
2019,OH,Ohio,Disability status and types among adults 18 years of age or older,Independent Living Disability,%,Age-adjusted Prevalence,7.6,1252,683083,6.8,8.3,Overall,Overall
2019,ND,North Dakota,Disability status and types among adults 18 years of age or older,Any Disability,%,Age-adjusted Prevalence,23.6,1609,141080,22,25.3,Overall,Overall
2019,OR,Oregon,Disability status and types among adults 18 years of age or older,Cognitive Disability,%,Age-adjusted Prevalence,12.1,673,386207,11.1,13.3,Overall,Overall
2019,ND,North Dakota,Disability status and types among adults 18 years of age or older,No Disability,%,Age-adjusted Prevalence,76.4,3811,432906,74.7,78,Overall,Overall
2019,OK,Oklahoma,Disability status and types among adults 18 years of age or older,Mobility Disability,%,Age-adjusted Prevalence,17.3,1450,543425,16.3,18.3,Overall,Overall
2019,OH,Ohio,Disability status and types among adults 18 years of age or older,Self-care Disability,%,Age-adjusted Prevalence,3.6,687,343710,3.2,4.1,Overall,Overall
2019,PR,Puerto Rico,Disability status and types among adults 18 years of age or older,Independent Living Disability,%,Age-adjusted Prevalence,11.1,822,344910,10.2,12,Overall,Overall
2019,OR,Oregon,Disability status and types among adults 18 years of age or older,Independent Living Disability,%,Age-adjusted Prevalence,6.9,411,227976,6,7.8,Overall,Overall
2019,OH,Ohio,Disability status and types among adults 18 years of age or older,Vision Disability,%,Age-adjusted Prevalence,4.7,824,447330,4.2,5.4,Overall,Overall
2019,NC,North Carolina,Disability status and types among adults 18 years of age or older,Vision Disability,%,Age-adjusted Prevalence,5.8,264,490370,5,6.7,Overall,Overall
2019,PA,Pennsylvania,Disability status and types among adults 18 years of age or older,Independent Living Disability,%,Age-adjusted Prevalence,7,520,731483,6.3,7.9,Overall,Overall
2019,PA,Pennsylvania,Disability status and types among adults 18 years of age or older,Cognitive Disability,%,Age-adjusted Prevalence,11.7,703,1132009,10.7,12.9,Overall,Overall
2020,KS,Kansas,Disability status and types among adults 18 years of age or older,Self-care Disability,%,Age-adjusted Prevalence,2.6,306,59507,2.2,3,Overall,Overall
2019,NC,North Carolina,Disability status and types among adults 18 years of age or older,Any Disability,%,Age-adjusted Prevalence,30,1377,2521022,28.4,31.7,Overall,Overall
2019,VA,Virginia,Disability status and types among adults 18 years of age or older,Vision Disability,%,Age-adjusted Prevalence,3.6,449,249300,3.2,4.1,Overall,Overall
2019,SC,South Carolina,Disability status and types among adults 18 years of age or older,Any Disability,%,Age-adjusted Prevalence,29.8,2468,1216011,28.3,31.4,Overall,Overall
2019,US,"United States, DC & Territories",Disability status and types among adults 18 years of age or older,No Disability,%,Age-adjusted Prevalence,73.3,273200,171779296,73,73.5,Overall,Overall
2019,VA,Virginia,Disability status and types among adults 18 years of age or older,Independent Living Disability,%,Age-adjusted Prevalence,6,693,401301,5.4,6.7,Overall,Overall
2019,SC,South Carolina,Disability status and types among adults 18 years of age or older,No Disability,%,Age-adjusted Prevalence,70.2,4385,2635511,68.6,71.7,Overall,Overall
2019,UT,Utah,Disability status and types among adults 18 years of age or older,Cognitive Disability,%,Age-adjusted Prevalence,10.9,1214,243550,10.2,11.7,Overall,Overall
2019,VT,Vermont,Disability status and types among adults 18 years of age or older,Vision Disability,%,Age-adjusted Prevalence,3.2,270,18663,2.7,3.8,Overall,Overall
2019,TN,Tennessee,Disability status and types among adults 18 years of age or older,Vision Disability,%,Age-adjusted Prevalence,6.4,474,350592,5.7,7.3,Overall,Overall
2019,VT,Vermont,Disability status and types among adults 18 years of age or older,Mobility Disability,%,Age-adjusted Prevalence,9.3,882,55116,8.4,10.2,Overall,Overall
2019,VA,Virginia,Disability status and types among adults 18 years of age or older,Hearing Disability,%,Age-adjusted Prevalence,5.2,800,375715,4.7,5.8,Overall,Overall
2019,TX,Texas,Disability status and types among adults 18 years of age or older,Vision Disability,%,Age-adjusted Prevalence,6.4,813,1362984,5.6,7.4,Overall,Overall
2019,UT,Utah,Disability status and types among adults 18 years of age or older,Vision Disability,%,Age-adjusted Prevalence,3.1,398,69445,2.7,3.6,Overall,Overall
2019,TX,Texas,Disability status and types among adults 18 years of age or older,Independent Living Disability,%,Age-adjusted Prevalence,6.9,1048,1450296,6.1,7.8,Overall,Overall
2019,TN,Tennessee,Disability status and types among adults 18 years of age or older,Independent Living Disability,%,Age-adjusted Prevalence,9.3,640,481840,8.3,10.5,Overall,Overall
2019,SD,South Dakota,Disability status and types among adults 18 years of age or older,Any Disability,%,Age-adjusted Prevalence,24.6,1941,171471,22.4,26.9,Overall,Overall
2019,TX,Texas,Disability status and types among adults 18 years of age or older,Self-care Disability,%,Age-adjusted Prevalence,3.7,663,795425,3.1,4.4,Overall,Overall
2019,SC,South Carolina,Disability status and types among adults 18 years of age or older,Independent Living Disability,%,Age-adjusted Prevalence,7.7,648,313862,6.9,8.6,Overall,Overall
2019,US,"United States, DC & Territories",Disability status and types among adults 18 years of age or older,Vision Disability,%,Age-adjusted Prevalence,5,22403,12822789,4.9,5.2,Overall,Overall
2019,VA,Virginia,Disability status and types among adults 18 years of age or older,No Disability,%,Age-adjusted Prevalence,76,6663,4767593,74.8,77.1,Overall,Overall
2019,SC,South Carolina,Disability status and types among adults 18 years of age or older,Self-care Disability,%,Age-adjusted Prevalence,4.2,392,177542,3.6,4.8,Overall,Overall
2019,UT,Utah,Disability status and types among adults 18 years of age or older,Independent Living Disability,%,Age-adjusted Prevalence,5.6,682,125072,5.1,6.2,Overall,Overall
2019,TX,Texas,Disability status and types among adults 18 years of age or older,No Disability,%,Age-adjusted Prevalence,72.3,7665,14740285,70.8,73.9,Overall,Overall
2019,US,"United States, DC & Territories",Disability status and types among adults 18 years of age or older,Cognitive Disability,%,Age-adjusted Prevalence,12,44665,28641116,11.8,12.3,Overall,Overall
2019,US,"United States, DC & Territories",Disability status and types among adults 18 years of age or older,Mobility Disability,%,Age-adjusted Prevalence,12.8,71550,34162937,12.6,13,Overall,Overall
2019,TN,Tennessee,Disability status and types among adults 18 years of age or older,Any Disability,%,Age-adjusted Prevalence,32.1,2259,1705934,30.4,33.8,Overall,Overall
2019,VT,Vermont,Disability status and types among adults 18 years of age or older,Self-care Disability,%,Age-adjusted Prevalence,2,176,11435,1.6,2.5,Overall,Overall
2019,TN,Tennessee,Disability status and types among adults 18 years of age or older,No Disability,%,Age-adjusted Prevalence,67.9,3651,3325598,66.2,69.6,Overall,Overall
2019,SD,South Dakota,Disability status and types among adults 18 years of age or older,No Disability,%,Age-adjusted Prevalence,75.4,4538,487934,73.1,77.6,Overall,Overall
2019,UT,Utah,Disability status and types among adults 18 years of age or older,No Disability,%,Age-adjusted Prevalence,75.9,8360,1686947,74.9,76.8,Overall,Overall
2019,UT,Utah,Disability status and types among adults 18 years of age or older,Hearing Disability,%,Age-adjusted Prevalence,6.4,979,138545,5.9,6.9,Overall,Overall
2019,TX,Texas,Disability status and types among adults 18 years of age or older,Hearing Disability,%,Age-adjusted Prevalence,6.1,1130,1307729,5.4,6.9,Overall,Overall
2019,TN,Tennessee,Disability status and types among adults 18 years of age or older,Self-care Disability,%,Age-adjusted Prevalence,5.1,374,278500,4.4,6,Overall,Overall
2019,SD,South Dakota,Disability status and types among adults 18 years of age or older,Hearing Disability,%,Age-adjusted Prevalence,6.7,722,50428,5.6,7.9,Overall,Overall
2019,UT,Utah,Disability status and types among adults 18 years of age or older,Mobility Disability,%,Age-adjusted Prevalence,10.1,1435,218139,9.4,10.7,Overall,Overall
2019,VT,Vermont,Disability status and types among adults 18 years of age or older,Independent Living Disability,%,Age-adjusted Prevalence,6.4,384,32113,5.3,7.6,Overall,Overall
2019,TN,Tennessee,Disability status and types among adults 18 years of age or older,Hearing Disability,%,Age-adjusted Prevalence,7.6,652,447403,6.9,8.4,Overall,Overall
2019,VT,Vermont,Disability status and types among adults 18 years of age or older,Any Disability,%,Age-adjusted Prevalence,21.6,1641,114332,20,23.3,Overall,Overall
2019,VA,Virginia,Disability status and types among adults 18 years of age or older,Any Disability,%,Age-adjusted Prevalence,24,2845,1606061,22.9,25.2,Overall,Overall
2019,TX,Texas,Disability status and types among adults 18 years of age or older,Mobility Disability,%,Age-adjusted Prevalence,13.5,2343,2901422,12.5,14.6,Overall,Overall
2019,SC,South Carolina,Disability status and types among adults 18 years of age or older,Cognitive Disability,%,Age-adjusted Prevalence,13.7,837,509585,12.5,14.9,Overall,Overall
2019,US,"United States, DC & Territories",Disability status and types among adults 18 years of age or older,Independent Living Disability,%,Age-adjusted Prevalence,7,32099,17594213,6.9,7.2,Overall,Overall
2019,SD,South Dakota,Disability status and types among adults 18 years of age or older,Cognitive Disability,%,Age-adjusted Prevalence,10.5,546,67557,8.9,12.4,Overall,Overall
2020,HHS4,HHS Region 4,Disability status and types among adults 18 years of age or older,Any Disability,%,Age-adjusted Prevalence,27.5,16709,14755423,26.8,28.2,Overall,Overall
2019,VA,Virginia,Disability status and types among adults 18 years of age or older,Mobility Disability,%,Age-adjusted Prevalence,12.3,1657,863628,11.5,13.1,Overall,Overall
2019,US,"United States, DC & Territories",Disability status and types among adults 18 years of age or older,Hearing Disability,%,Age-adjusted Prevalence,5.9,37961,16203446,5.8,6.1,Overall,Overall
2019,US,"United States, DC & Territories",Disability status and types among adults 18 years of age or older,Any Disability,%,Age-adjusted Prevalence,26.7,127138,67243194,26.5,27,Overall,Overall
2019,SC,South Carolina,Disability status and types among adults 18 years of age or older,Hearing Disability,%,Age-adjusted Prevalence,6.2,687,285454,5.5,6.9,Overall,Overall
2019,TN,Tennessee,Disability status and types among adults 18 years of age or older,Mobility Disability,%,Age-adjusted Prevalence,16.9,1382,949784,15.7,18.1,Overall,Overall
2019,SD,South Dakota,Disability status and types among adults 18 years of age or older,Independent Living Disability,%,Age-adjusted Prevalence,6,397,39989,4.8,7.5,Overall,Overall
2019,TX,Texas,Disability status and types among adults 18 years of age or older,Any Disability,%,Age-adjusted Prevalence,27.7,3960,5764167,26.1,29.2,Overall,Overall
2019,VT,Vermont,Disability status and types among adults 18 years of age or older,Cognitive Disability,%,Age-adjusted Prevalence,9.8,506,45966,8.5,11.3,Overall,Overall
2019,VT,Vermont,Disability status and types among adults 18 years of age or older,No Disability,%,Age-adjusted Prevalence,78.4,4511,369107,76.7,80,Overall,Overall
2019,TN,Tennessee,Disability status and types among adults 18 years of age or older,Cognitive Disability,%,Age-adjusted Prevalence,15,867,751182,13.6,16.4,Overall,Overall
2019,VA,Virginia,Disability status and types among adults 18 years of age or older,Self-care Disability,%,Age-adjusted Prevalence,3.4,402,235018,3,4,Overall,Overall
2019,US,"United States, DC & Territories",Disability status and types among adults 18 years of age or older,Self-care Disability,%,Age-adjusted Prevalence,3.8,18574,9808114,3.7,3.9,Overall,Overall
2019,UT,Utah,Disability status and types among adults 18 years of age or older,Self-care Disability,%,Age-adjusted Prevalence,2.6,345,58116,2.3,3,Overall,Overall
2019,TX,Texas,Disability status and types among adults 18 years of age or older,Cognitive Disability,%,Age-adjusted Prevalence,11.4,1365,2348909,10.3,12.7,Overall,Overall
2019,VT,Vermont,Disability status and types among adults 18 years of age or older,Hearing Disability,%,Age-adjusted Prevalence,5.7,570,34078,5,6.5,Overall,Overall
2019,VA,Virginia,Disability status and types among adults 18 years of age or older,Cognitive Disability,%,Age-adjusted Prevalence,10.2,953,645225,9.4,11.2,Overall,Overall
2019,SC,South Carolina,Disability status and types among adults 18 years of age or older,Vision Disability,%,Age-adjusted Prevalence,7.1,499,283607,6.2,8,Overall,Overall
2019,SC,South Carolina,Disability status and types among adults 18 years of age or older,Mobility Disability,%,Age-adjusted Prevalence,14.4,1445,636078,13.5,15.5,Overall,Overall
2019,SD,South Dakota,Disability status and types among adults 18 years of age or older,Mobility Disability,%,Age-adjusted Prevalence,10.7,1034,79946,9.4,12.2,Overall,Overall
2019,SD,South Dakota,Disability status and types among adults 18 years of age or older,Self-care Disability,%,Age-adjusted Prevalence,2.7,225,19540,2,3.7,Overall,Overall
2019,UT,Utah,Disability status and types among adults 18 years of age or older,Any Disability,%,Age-adjusted Prevalence,24.1,3075,528356,23.2,25.1,Overall,Overall
2020,NE,Nebraska,Disability status and types among adults 18 years of age or older,Cognitive Disability,%,Age-adjusted Prevalence,8.2,1121,115106,7.4,8.9,Overall,Overall
2019,WA,Washington,Disability status and types among adults 18 years of age or older,Vision Disability,%,Age-adjusted Prevalence,3.3,490,197517,2.9,3.7,Overall,Overall
2020,MN,Minnesota,Disability status and types among adults 18 years of age or older,Self-care Disability,%,Age-adjusted Prevalence,2.2,394,100906,1.9,2.5,Overall,Overall
2019,WV,West Virginia,Disability status and types among adults 18 years of age or older,Independent Living Disability,%,Age-adjusted Prevalence,12.6,755,187665,11.3,13.9,Overall,Overall
2019,WV,West Virginia,Disability status and types among adults 18 years of age or older,Vision Disability,%,Age-adjusted Prevalence,7.6,466,115113,6.6,8.7,Overall,Overall
2020,GU,Guam,Disability status and types among adults 18 years of age or older,Mobility Disability,%,Age-adjusted Prevalence,12.1,287,10589,9.7,14.9,Overall,Overall
2020,TN,Tennessee,Disability status and types among adults 18 years of age or older,Independent Living Disability,%,Age-adjusted Prevalence,8.4,390,447674,7.3,9.6,Overall,Overall
2020,OR,Oregon,Disability status and types among adults 18 years of age or older,No Disability,%,Age-adjusted Prevalence,74.1,3685,2336870,72.7,75.5,Overall,Overall
2020,KS,Kansas,Disability status and types among adults 18 years of age or older,Vision Disability,%,Age-adjusted Prevalence,4.7,451,105398,4.1,5.4,Overall,Overall
2020,HHS3,HHS Region 3,Disability status and types among adults 18 years of age or older,Independent Living Disability,%,Age-adjusted Prevalence,6.1,2773,1499828,5.7,6.6,Overall,Overall
2020,HHS10,HHS Region 10,Disability status and types among adults 18 years of age or older,Vision Disability,%,Age-adjusted Prevalence,4,1254,460162,3.7,4.4,Overall,Overall
2019,WA,Washington,Disability status and types among adults 18 years of age or older,Any Disability,%,Age-adjusted Prevalence,22.1,3236,1296016,21.2,23.1,Overall,Overall
2020,WI,Wisconsin,Disability status and types among adults 18 years of age or older,Hearing Disability,%,Age-adjusted Prevalence,4.6,328,241264,3.9,5.4,Overall,Overall
2020,HHS7,HHS Region 7,Disability status and types among adults 18 years of age or older,Mobility Disability,%,Age-adjusted Prevalence,11.1,6103,1319141,10.6,11.5,Overall,Overall
2020,OK,Oklahoma,Disability status and types among adults 18 years of age or older,Self-care Disability,%,Age-adjusted Prevalence,3.9,248,120466,3.4,4.6,Overall,Overall
2020,NE,Nebraska,Disability status and types among adults 18 years of age or older,No Disability,%,Age-adjusted Prevalence,79.7,10554,1108414,78.7,80.7,Overall,Overall
2020,HHS2,HHS Region 2,Disability status and types among adults 18 years of age or older,Hearing Disability,%,Age-adjusted Prevalence,4.6,1868,1256834,4.2,4.9,Overall,Overall
